stable_ref,paragraph_id,run_start,run_end,internal_quote_chars,disposition,run_text
LDC.T12.1921-03-02.E001.P007,ldc_t12_1921_03_02_e001_p007,0,101,1,PRESERVED_INSIDE_RUN,"'le troisième Fiat fera descendre Ma Volonté dans les âmes où Elle régnera ""sur la terre comme au Ciel'"
LDC.T12.1917-03-28.E001.P008,ldc_t12_1917_03_28_e001_p008,0,252,2,PRESERVED_INSIDE_RUN,'Il pénètre dans le purgatoire et répand sur les âmes qui s\'y trouvent une rosée bénéfique et rafraîchissante. Même les éléments se sentent
LDC.T12.1917-12-30.E001.P008,ldc_t12_1917_12_30_e001_p008,0,133,1,PRESERVED_INSIDE_RUN,"'Ah ! Ma fille, J\'ai tout donné aux créatures en leur disant : ""Prenez tout ce que vous voulez, mais laissez-Moi seulement votre cœur.'"
LDC.T12.1919-01-04.E001.P008,ldc_t12_1919_01_04_e001_p008,129,267,1,PRESERVED_INSIDE_RUN,"'Ma Volonté coula aussi dans toutes les créatures. Et ta souffrance a touché tous les coeurs en disant à chacun : ""Sois sauvé, sois sauvé !'"
LDC.T12.1917-03-28.E001.P009,ldc_t12_1917_03_28_e001_p009,1,149,2,PRESERVED_INSIDE_RUN,"'Sais-Tu quand l\'âme attire vers elle un ""Je T\'aime"" de Ma part ? Quand, se fondant en Moi, elle prend l\'attitude divine et fait tout ce "
LDC.T12.1918-03-16.E001.P010,ldc_t12_1918_03_16_e001_p010,0,202,2,PRESERVED_INSIDE_RUN,"'Je T\'ai fait grandir dans Ma Volonté et tu es une partie de Moi-même. Je te garderai et dirai à chacun : ""Personne d\'autre que Moi n\'y t"
LDC.T12.1920-01-09.E001.P010,ldc_t12_1920_01_09_e001_p010,0,150,1,PRESERVED_INSIDE_RUN,"'En plus de sa lumière, le soleil prodigue sa chaleur. Impatient de recevoir l\'amour des créatures, Je leur dis par cette chaleur un intens"
LDC.T12.1919-02-20.E001.P011,ldc_t12_1919_02_20_e001_p011,0,121,1,PRESERVED_INSIDE_RUN,"'Avec son oeil lumineux et chercheur, le soleil semble dire à tous : ""Je suis le prêcheur le plus parfait de l\'Être Divin.'"
LDC.T12.1917-12-06.E001.P012,ldc_t12_1917_12_06_e001_p012,0,245,1,PRESERVED_INSIDE_RUN,"'Il aurait pu Me dire : ""Tu n\'as pas tout fait pour chaque créature, Ton travail n\'est pas complet. Je ne peux reconnaître toutes les créa"
LDC.T12.1919-05-22.E001.P012,ldc_t12_1919_05_22_e001_p012,0,126,2,PRESERVED_INSIDE_RUN,"'À la suite de cette prière, Je ressentirai en toi l\'adoration, les ""Je T\'aime"", les baisers, etc. de toute la famille humaine.'"
LDC.T12.1920-01-09.E001.P012,ldc_t12_1920_01_09_e001_p012,0,205,1,PRESERVED_INSIDE_RUN,"'Le firmament déployé au-dessus de vos têtes vous rappelle continuellement Mon Amour. Chacun des clignotements d\'étoiles qui, pendant la nu"
LDC.T12.1917-11-27.E001.P013,ldc_t12_1917_11_27_e001_p013,0,134,2,PRESERVED_INSIDE_RUN,"'Alors, la terre Me donnera une vraie gloire et Mon ""Fiat Voluntas tua"" sur la terre comme au Ciel connaîtra son total accomplissement.'"
LDC.T12.1919-01-08.E001.P013,ldc_t12_1919_01_08_e001_p013,0,289,2,PRESERVED_INSIDE_RUN,"'Et si tu cries très fort ""Je T\'aime !"", J\'entendrai dans ce cri la musique de Mon Amour éternel et Je sentirai l\'amour créé caché dans l"
LDC.T12.1919-12-06.E001.P013,ldc_t12_1919_12_06_e001_p013,0,167,1,PRESERVED_INSIDE_RUN,"'Présent dans le ciel de son âme, Je lui dis : ""Mon fils, plus tu deviens beau, plus tu Me fais plaisir. J\'aime tant ta beauté que Je te pr"
LDC.T12.1919-02-10.E001.P014,ldc_t12_1919_02_10_e001_p014,1,157,2,PRESERVED_INSIDE_RUN,"'Je veux maintenant te parer et te vêtir comme Moi-même, afin que ton ""oui"" se joigne au Mien, pour accomplir Ma propre fonction devant la M"
LDC.T12.1921-01-17.E001.P014,ldc_t12_1921_01_17_e001_p014,0,236,4,PRESERVED_INSIDE_RUN,"'Le ""Fiat Voluntas tua sicut in Coelo et in terra"" -""que Ta Volonté soit faite sur la terre comme au Ciel""-, que J\'ai enseigné et qui est r"
LDC.T12.1919-06-04.E001.P015,ldc_t12_1919_06_04_e001_p015,0,271,2,PRESERVED_INSIDE_RUN,"'Ainsi, J\'ai déployé un Ciel dans les profondeurs de ton âme. Et le ""fiat"" du bien produit par toi, car tout bien est un fruit de Ma Volont"
LDC.T12.1921-03-17.E001.P015,ldc_t12_1921_03_17_e001_p015,0,153,2,PRESERVED_INSIDE_RUN,"'Après T\'avoir bien instruite, Je T\'ai manifesté ta mission et comment l\'accomplissement du ""Fiat Voluntas Tua"" sur la terre aura son com"
LDC.T12.1917-12-30.E001.P016,ldc_t12_1917_12_30_e001_p016,0,118,1,PRESERVED_INSIDE_RUN,"'Je leur dis avec Mon Cœur chagriné : ""Voleurs, partez, quittez Mon sanctuaire parce que Je ne peux plus vous tolérer !'"
LDC.T12.1921-01-17.E001.P016,ldc_t12_1921_01_17_e001_p016,0,199,1,PRESERVED_INSIDE_RUN,"'Je veux voir dans une âme Mon propre Fiat qui s\'élève jusqu\'à Mon Trône et qui, par Ma Puissance créatrice, apporte à la terre la réalisa"
LDC.T12.1917-10-04.E001.P017,ldc_t12_1917_10_04_e001_p017,0,138,1,PRESERVED_INSIDE_RUN,"'Pendant que Je souffrais, Je disais : ""Ma souffrance, cours, va à la recherche de l\'homme ! Aide-le et sois sa force dans ses souffrances."
LDC.T12.1920-03-19.E001.P017,ldc_t12_1920_03_19_e001_p017,0,97,2,PRESERVED_INSIDE_RUN,"'Eh bien ! sache que ce ""oui"" prononcé par toi existe et existera toujours, tout comme Ma Volonté.'"
LDC.T12.1920-11-28.E001.P017,ldc_t12_1920_11_28_e001_p017,0,234,1,PRESERVED_INSIDE_RUN,"'À travers toute chose, ils entendraient Ma Parole créatrice leur dire : ""Je vous bénis au nom du Père, de Moi-même et du Saint-Esprit. Je v"
LDC.T12.1917-10-04.E001.P018,ldc_t12_1917_10_04_e001_p018,0,102,1,PRESERVED_INSIDE_RUN,"'Pendant que Je répandais Mon Sang, Je disais à chaque goutte : ""Cours, cours, sauve l\'homme pour Moi !'"
LDC.T12.1918-08-12.E001.P018,ldc_t12_1918_08_12_e001_p018,0,105,1,PRESERVED_INSIDE_RUN,"'Je suis heureux de cela et Je Me dis en Moi-même : ""C\'est le pain de Ma fille que Je donne à Mes enfants.'"
LDC.T12.1920-03-19.E001.P018,ldc_t12_1920_03_19_e001_p018,0,90,2,PRESERVED_INSIDE_RUN,"'Avec ce ""oui"", ta vie personnelle a pris fin. Ta volonté ne doit plus vivre par elle-même.'"
LDC.T12.1917-12-30.E001.P019,ldc_t12_1917_12_30_e001_p019,0,143,2,PRESERVED_INSIDE_RUN,"'Alors, il dira : ""Je suis aveugle et Je ne sais plus quoi faire !"" L\'épée dévastatrice continuera son travail jusqu\'à ce que tout soit pu"
LDC.T12.1919-03-14.E001.P019,ldc_t12_1919_03_14_e001_p019,0,257,2,PRESERVED_INSIDE_RUN,"'Nous nous présenterons ensemble devant le Trône de l\'Éternel avec, sur nos fronts, écrit en caractères indélébiles : -""Nous voulons mourir"
LDC.T12.1917-10-04.E001.P020,ldc_t12_1917_10_04_e001_p020,0,233,1,PRESERVED_INSIDE_RUN,"'Pendant la flagellation, alors que se formaient les Plaies de Mon corps, Je répétais : ""Mes Plaies, ne restez pas avec Moi, mais cherchez l"
LDC.T12.1920-03-19.E001.P022,ldc_t12_1920_03_19_e001_p022,0,111,1,PRESERVED_INSIDE_RUN,"'Et si tu ne M\'écoutais pas, Je te dirais tout affligé : ""Si tu ne veux pas Me suivre, Je ferai les choses seul.'"
LDC.T12.1921-01-17.E001.P023,ldc_t12_1921_01_17_e001_p023,0,267,1,PRESERVED_INSIDE_RUN,"'Il appelle le petit, l\'incapable, et lui confie le gros montant, en se disant : ""Si Je confie le magot au géant, tous le remarqueront et l"
LDC.T13.E0004.P007,LDC.T13.E0004.P007,0,139,2,PRESERVED_INSIDE_RUN,"'Cependant, quiconque vit dans Ma Volonté, quiconque vit le ""que Ta Volonté soit faite"" est immergé dans les Mers immenses de la Rédemption."
LDC.T13.E0027.P018,LDC.T13.E0027.P018,0,198,2,PRESERVED_INSIDE_RUN,"""J'ai dit «Fiat» et les choses de la Création ont trouvé l'existence. Par ce Fiat, J'ai accordé aux créatures le langage pour qu'elles puiss"
LDC.T13.E0010A.P019,LDC.T13.E0010A.P019,0,143,2,PRESERVED_INSIDE_RUN,"'- les Supplications de leur ""mère"" (c\'est-à-dire l\'âme d\'où ils proviennent), laquelle veut leur salut et souhaite que leur vie soit mai"
LDC.T13.E0003.P021,LDC.T13.E0003.P021,0,157,2,PRESERVED_INSIDE_RUN,"'Je leur ai uniquement enseigné comment prier le ""que Ta Volonté soit faite sur la terre comme au Ciel"", afin qu\'elles soient disposées à c"
LDC.T13.E0004.P023,LDC.T13.E0004.P023,0,176,2,PRESERVED_INSIDE_RUN,"""Au contraire, par Mon troisième Fiat, la créature plonge sa vie dans Ma Volonté et Je deviens le centre de sa vie. C'est pourquoi, Je te le"
LDC.T13.E0050.P024,LDC.T13.E0050.P024,1,319,1,PRESERVED_INSIDE_RUN,"'Travaille avec Moi dans Ma Volonté. Ce qui est à Moi est à toi. Si tu as quelque chose qui t\'appartienne, laisse-le. Parce que dans la Sai"
LDC.T13.E0026.P028,LDC.T13.E0026.P028,0,194,1,PRESERVED_INSIDE_RUN,'Oh ! Comme la noirceur lourde que Je subissais Me fit sentir toute la noirceur que le péché a produit chez l\'homme ! Oh ! Comme J\'ai pleu
LDC.T13.E0034.P035,LDC.T13.E0034.P035,0,61,1,PRESERVED_INSIDE_RUN,"'Puis, avec une Joie sans fin, Je dis : ""Contemple Mes Images.'"
LDC.T13.E0027.P039,LDC.T13.E0027.P039,0,150,1,PRESERVED_INSIDE_RUN,"'Je te suivrai comme une ombre et Je ne te quitterai jamais."" En donnant Vie à la créature, Mon seul objectif était qu\'elle réalise Ma Volo"
LDC.T14.E0032.P004,LDC.T14.E0032.P004,1,111,1,PRESERVED_INSIDE_RUN,"'Mon Royaume n\'est pas de ce monde. S\'il était de ce monde, des légions d\'anges Me défendraient."" Par ces mots,'"
LDC.T14.E0020.P007,LDC.T14.E0020.P007,0,312,4,PRESERVED_INSIDE_RUN,'Il avait laissé des avenues ouvertes entre lui-même et la volonté humaine afin que cette dernière puisse s\'enrichir à même les trésors de 
LDC.T14.E0032.P009,LDC.T14.E0032.P009,1,214,1,PRESERVED_INSIDE_RUN,"'Oui, Je suis Roi. Et Je suis venu en ce monde pour révéler la Vérité."" Par ces mots, J\'ai voulu ouvrir une voie dans son esprit afin qu\'i"
LDC.T14.E0038.P010,LDC.T14.E0038.P010,0,562,2,PRESERVED_INSIDE_RUN,"""Pourtant, les hommes le voient et jouissent de ses effets. Sa chaleur et sa lumière les suivent partout. Et si quelqu'un essayait de s'élev"
LDC.T14.E0032.P016,LDC.T14.E0032.P016,0,220,1,PRESERVED_INSIDE_RUN,"'Elle rend honteux ses ennemis. Elle les fait tomber à ses pieds."" Pilate M\'a interrogé avec sincérité et Je lui ai répondu immédiatement. "
LDC.T14.E0039.P016,LDC.T14.E0039.P016,0,78,3,PRESERVED_INSIDE_RUN,"'L\'homme ingrat Me laisse seul, ne M\'offrant jamais un ""merci"" ou un ""Je t\'aime'"
LDC.T14.E0042.P019,LDC.T14.E0042.P019,1,50,1,PRESERVED_INSIDE_RUN,"""à l'image et à la ressemblance» de leur Créateur."""
LDC.T14.E0008.P020,LDC.T14.E0008.P020,0,126,2,PRESERVED_INSIDE_RUN,"""C'est pourquoi l'Église s'exclame : «Heureuse faute !» À la suite du péché, la Rédemption est venue, par laquelle Mon Humanité"""
LDC.T14.E0042.P020,LDC.T14.E0042.P020,1,663,1,PRESERVED_INSIDE_RUN,"""Ce sera le commencement de Mon Règne sur la terre comme au Ciel». Crois-tu que c'est une petite chose que de vivre dans ma Volonté ? Cela n"
LDC.T14.E0066.P024,LDC.T14.E0066.P024,0,432,2,PRESERVED_INSIDE_RUN,'Le temps est venu et Je cherche une âme prête à recevoir la première naissance afin qu\'après Je puisse continuer à livrer Ma Volonté à d\'
LDC.T14.E0019.P033,LDC.T14.E0019.P033,1,196,1,PRESERVED_INSIDE_RUN,"'Je t\'ai donné le soleil, les étoiles, les fleurs, l\'eau et le feu pour t\'exprimer Mon amour."" Reconnaissant cela, tu les acceptes. Metta"
LDC.T15.E0004.P003,LDC.T15.E0004.P003,0,339,2,PRESERVED_INSIDE_RUN,"'Quoiqu\'il soit juste de dire que le Verbe a été conçu, le Père Céleste et le Saint-Esprit demeurent inséparables de Moi. Bien que J\'aie é"
LDC.T15.E0015.P003,LDC.T15.E0015.P003,1,103,1,PRESERVED_INSIDE_RUN,"'Ma fille, Ma fille, ne crains pas. Rien n\'est fini entre toi et Moi. Ton Jésus est toujours ""Ton Jésus'"
LDC.T15.E0004.P010,LDC.T15.E0004.P010,0,171,2,PRESERVED_INSIDE_RUN,"'En vivant toujours dans Ma Volonté, Ma chère Mère prépara dans son sein virginal le minuscule ""Terrain Divin"" où Moi, le Verbe Éternel, Je "
LDC.T15.E0001.P013,LDC.T15.E0001.P013,0,112,2,PRESERVED_INSIDE_RUN,"'Uniquement par Ma Volonté, on pourra dire : ""Tout est accompli."" Voilà pourquoi Je désire tant que soient connus'"
LDC.T15.E0022.P013,LDC.T15.E0022.P013,0,174,4,PRESERVED_INSIDE_RUN,"'Quand Mon ""Fiat Voluntas tua"" (""que ta Volonté soit faite"") connaîtra son accomplissement sur la terre comme au Ciel, alors se réalisera co"
LDC.T15.E0022.P015,LDC.T15.E0022.P015,0,77,1,PRESERVED_INSIDE_RUN,"'Au nom de tous J\'ai dit : ""Notre Père, Je te prie pour trois genres de pains.'"
LDC.T15.E0037.P021,LDC.T15.E0037.P021,0,212,2,PRESERVED_INSIDE_RUN,"'En ce qui concerne Mes ministres, ils doivent recevoir ces choses de toi, afin que le ""Fiat Voluntas tua"" sur la terre comme au Ciel soit r"
LDC.T15.E0022.P026,LDC.T15.E0022.P026,1,60,1,PRESERVED_INSIDE_RUN,"'Donne-nous notre pain matériel de ce jour"" puisque l\'homme,'"
LDC.T15.E0016.P028,LDC.T15.E0016.P028,0,262,2,PRESERVED_INSIDE_RUN,"'Je pourrais leur dire : "" Je n\'ai rien à vous donner. Quelle volonté vous animait dans vos actes et vos souffrances ? Cherchez là votre ré"
LDC.T15.E0022.P036,LDC.T15.E0022.P036,1,172,1,PRESERVED_INSIDE_RUN,"'Pardonne-nous nos offenses comme nous pardonnons à ceux qui nous ont offensés."" Quand ta Volonté sera accomplie sur la terre comme au Ciel,"
LDC.T15.E0037.P038,LDC.T15.E0037.P038,0,84,2,PRESERVED_INSIDE_RUN,"'Par trois fois, la Divinité a agi ""ad extra"" : La première fois, lors de la Création'"
LDC.T15.E0036.P039,LDC.T15.E0036.P039,0,118,2,PRESERVED_INSIDE_RUN,"'J\'ai voulu lui donner une autre leçon sublime en disant : ""Oui, Je suis roi."" Par cette réponse, J\'ai voulu lui dire :'"
LDC.T15.E0022.P042,LDC.T15.E0022.P042,0,138,2,PRESERVED_INSIDE_RUN,"'J\'ai continué par les mots ""Ne nous laisse pas succomber à la tentation."" Parce que l\'homme est toujours l\'homme, pourvu du libre arbitr"
LDC.T15.E0022.P045,LDC.T15.E0022.P045,0,102,1,PRESERVED_INSIDE_RUN,"'- en vertu de ce même pain, délivre-nous du mal. Amen."" Observe comment on trouve ici un lien avec le.'"
LDC.T15.E0022.P050,LDC.T15.E0022.P050,0,101,2,PRESERVED_INSIDE_RUN,"'- pourquoi le ""Que ta Volonté soit faite sur la terre comme au Ciel"" est Ma première préoccupation et'"
LDC.T15.E0036.P060,LDC.T15.E0036.P060,0,224,1,PRESERVED_INSIDE_RUN,"'Dans Mon Royaume, il y a une Vie véritable."" Que de profonds mystères se cachent dans Mes Paroles ! Dans ses souffrances, ses humiliations "
LDC.T15.E0022.P064,LDC.T15.E0022.P064,0,88,2,PRESERVED_INSIDE_RUN,"""- le « que ta Volonté soit faite sur la terre comme au Ciel » ne pourra pas s'accomplir."""
LDC.T15.E0037.P067,LDC.T15.E0037.P067,0,181,2,PRESERVED_INSIDE_RUN,"'J\'ai procédé de la même manière avec toi : comme l\'Église entière doit participer au ""Fiat Voluntas Tua"", Je t\'ai confiée à l\'un de Mes"
LDC.T16.E0032.P004,LDC.T16.E0032.P004,1,124,1,PRESERVED_INSIDE_RUN,"'Père, s\'il est possible, que cette coupe passe loin de Moi"" ? Pas du tout. Il s\'agissait de la coupe de la volonté humaine.'"
LDC.T16.E0032.P005,LDC.T16.E0032.P005,0,225,1,PRESERVED_INSIDE_RUN,'Elle présentait à Mes yeux une telle amertume et une telle abondance de vices que c\'est par rapport à elle que Ma Volonté humaine unie à M
LDC.T16.E0024.P012,LDC.T16.E0024.P012,0,182,4,PRESERVED_INSIDE_RUN,"""Cela est un fait, n'est-ce pas ? En prononçant ton « oui », n'as-tu pas juré que tu voulais vivre dans Ma Volonté ? Ah ! Ce « oui » est une"
LDC.T16.E0020.P014,LDC.T16.E0020.P014,0,74,1,PRESERVED_INSIDE_RUN,"""- aucune affection, aucun battement de cœur, pas le plus petit « Je t'aime"""
LDC.T16.E0005.P015,LDC.T16.E0005.P015,0,114,2,PRESERVED_INSIDE_RUN,"""Après, nous ferons une promenade afin que Je te montre Mes « Je t'aime » inscrits pour toi dans toute la création."""
LDC.T16.E0032.P015,LDC.T16.E0032.P015,0,197,2,PRESERVED_INSIDE_RUN,"""J'ai fait cette prière au tout début de Ma Passion. Car le « que Ta Volonté soit faite sur la terre comme au Ciel » était la chose la plus "
LDC.T16.E0041.P016,LDC.T16.E0041.P016,0,49,2,PRESERVED_INSIDE_RUN,"'- te dit en notes claires que Mon ""Je t\'aime"" est'"
LDC.T16.E0005.P019,LDC.T16.E0005.P019,0,83,2,PRESERVED_INSIDE_RUN,"""- comment, sur ses ailes, toute la création apporte Mes « Je t'aime » aux créatures"""
LDC.T16.E0005.P020,LDC.T16.E0005.P020,0,412,7,PRESERVED_INSIDE_RUN,"""- comment, sur ces mêmes ailes, les créatures devraient Me donner la réplique par leurs propres « Je t'aime ». Vois le ciel azuré : il n'y "
LDC.T16.E0005.P021,LDC.T16.E0005.P021,0,191,2,PRESERVED_INSIDE_RUN,"""Pendant que la lumière du soleil couvre la terre et que l'homme regarde cette terre et marche dessus, Mes « Je t'aime » atteignent ses yeux"
LDC.T16.E0021.P021,LDC.T16.E0021.P021,0,196,2,PRESERVED_INSIDE_RUN,"'- correspondant au ""Que ta Volonté soit faite sur la terre comme au Ciel"". Ainsi Je veux concentrer en toi tous les états intérieurs ayant "
LDC.T16.E0005.P022,LDC.T16.E0005.P022,0,68,3,PRESERVED_INSIDE_RUN,"""Les vagues de l'océan murmurent à l'homme « Je t'aime », « Je t'aime"""
LDC.T16.E0024.P022,LDC.T16.E0024.P022,0,129,2,PRESERVED_INSIDE_RUN,"'- le « que ta Volonté soit faite sur la terre comme au Ciel. » Quant à toi, ne veux-tu pas imiter Ma croissance dans Ma Volonté ?'"
LDC.T16.E0032.P022,LDC.T16.E0032.P022,0,61,1,PRESERVED_INSIDE_RUN,'- accomplir le « Fiat Voluntas Tua sur la terre comme au Ciel'
LDC.T16.E0041.P022,LDC.T16.E0041.P022,0,175,2,PRESERVED_INSIDE_RUN,"'Mon amour est stable, il n\'a qu\'un seul son jamais interrompu : ""Je t\'aime"". Tu connais bien la lumière du soleil. Tu reçois sa lumière "
LDC.T16.E0005.P023,LDC.T16.E0005.P023,2,150,3,PRESERVED_INSIDE_RUN,"""Je t'aime ». Toutes les gouttes d'eau sont autant de notes qui, murmurant de concert, forment les plus belles harmonies de Mon « Je t'aime "
LDC.T16.E0005.P024,LDC.T16.E0005.P024,0,176,4,PRESERVED_INSIDE_RUN,"""Les plantes, les feuilles, les fleurs, les fruits ont Mes « Je t'aime » imprimés en eux. Ainsi, la création tout entière apporte à l'homme "
LDC.T16.E0005.P025,LDC.T16.E0005.P025,0,413,12,PRESERVED_INSIDE_RUN,"'Et l\'homme lui-même, combien de Mes « Je t\'aime » ne porte-t-il pas dans tout son être ? Ses pensées sont scellées par Mes « Je t\'aime »"
LDC.T16.E0037.P025,LDC.T16.E0037.P025,237,614,1,PRESERVED_INSIDE_RUN,"'Ma fille, dis-Moi pourquoi tu es si mélancolique. Vois, Je reviens du milieu des créatures avec des larmes dans les yeux, le cœur percé, tr"
LDC.T16.E0005.P026,LDC.T16.E0005.P026,0,325,2,PRESERVED_INSIDE_RUN,"""Cependant, au milieu d'un tel débordement de Mes « Je t'aime », l'homme est incapable de sortir de lui-même pour répondre à Mon Amour. Quel"
LDC.T16.E0037.P026,LDC.T16.E0037.P026,0,231,1,PRESERVED_INSIDE_RUN,"'Je Me reposerai en elle et la réconforterai par Ma Présence."" Mais Je te trouve si mélancolique que Je dois mettre Mes douleurs de côté pou"
LDC.T16.E0041.P026,LDC.T16.E0041.P026,0,48,1,PRESERVED_INSIDE_RUN,"'Toute la lumière du soleil te dit Mon ""Je t\'aime'"
LDC.T16.E0005.P027,LDC.T16.E0005.P027,0,285,2,PRESERVED_INSIDE_RUN,"""Mon amour veut absolument un retour d'amour de la part des créatures. Dans Ma Volonté, tu retrouveras tous Mes « Je t'aime ». Tu imprimeras"
LDC.T16.E0007.P028,LDC.T16.E0007.P028,0,58,1,PRESERVED_INSIDE_RUN,"'- du ""Que ta Volonté soit faite sur la terre comme au Ciel'"
LDC.T16.E0041.P028,LDC.T16.E0041.P028,0,80,1,PRESERVED_INSIDE_RUN,"'Recouvrant toute la terre, elle joue pour toi la petite sonate de Mon ""Je t\'aime'"
LDC.T16.E0055A.P030,LDC.T16.E0055.P062,0,203,2,PRESERVED_INSIDE_RUN,"'- que toutes choses reçoivent sa Vertu et ses Biens, Elle prononça le « Fiat ». En le prononçant, elle communiqua à la Création les prodige"
LDC.T16.E0041.P036,LDC.T16.E0041.P036,0,57,1,PRESERVED_INSIDE_RUN,"'- que toute la lumière du soleil ne te dit pas ""Je t\'aime'"
LDC.T16.E0041.P037,LDC.T16.E0041.P037,0,315,3,PRESERVED_INSIDE_RUN,"'Elle fait même un plus grand étalage d\'amour. Puisque, en couvrant toute la terre, elle dit Mon ""Je t\'aime"" à tous. C\'est la même chose "
LDC.T16.E0032.P038,LDC.T16.E0032.P038,1,260,1,PRESERVED_INSIDE_RUN,"'Que non pas Ma Volonté mais la Tienne soit faite."" Oh oui ! Tu étais avec Moi dans ce premier contrat avec Mon Père Céleste. Parce qu\'au m"
LDC.T16.E0041.P038,LDC.T16.E0041.P038,0,157,2,PRESERVED_INSIDE_RUN,"'Il en va ainsi pour toutes les choses créées qu\'elles te soient connues ou inconnues —, elles ont toutes la marque de Mon ""Je t\'aime"". Ca"
LDC.T16.E0023.P039,LDC.T16.E0023.P039,0,427,2,PRESERVED_INSIDE_RUN,"'- ensuite, pour que « notre Volonté soit faite sur la terre comme au Ciel.» Ah oui ! Ce fut Ma Maman qui, prenant en elle la totalité de no"
LDC.T16.E0022.P043,LDC.T16.E0022.P043,1,93,1,PRESERVED_INSIDE_RUN,"'Que ta Volonté soit faite sur la terre comme au Ciel."" Avec deux petites, Je devais réaliser'"
LDC.T16.E0041.P048,LDC.T16.E0041.P048,0,42,1,PRESERVED_INSIDE_RUN,"'Mais toutes ont un son unique : ""Je t\'aime'"
LDC.T16.E0057.P048,LDC.T16.E0057.P048,0,65,1,PRESERVED_INSIDE_RUN,"'- pour accomplir le ""Fiat Voluntas Tua sur la terre comme au Ciel'"
LDC.T16.E0032.P053,LDC.T16.E0032.P053,2,102,1,PRESERVED_INSIDE_RUN,"""que la Volonté Divine soit faite sur la terre comme elle l'est au Ciel », cela incluant toute chose."""
LDC.T16.E0025.P063,LDC.T16.E0025.P063,0,506,2,PRESERVED_INSIDE_RUN,"'Elle ne pouvait aimer ses enfants plus que cela. En leur donnant cette Nourriture, son Amour a atteint le degré ultime. Par conséquent, par"
LDC.T16.E0007.P067,LDC.T16.E0007.P067,0,78,1,PRESERVED_INSIDE_RUN,"'- profiter des fruits du ""Que ta Volonté soit faite sur la terre comme au Ciel'"
LDC.T16.E0022.P068,LDC.T16.E0022.P068,0,141,1,PRESERVED_INSIDE_RUN,"'Après la première étape que fut la Rédemption, nous allons ouvrir la deuxième, celle du ""Que ta Volonté soit faite sur la terre comme au Ci"
LDC.T16.E0043.P083,LDC.T16.E0043.P083,0,264,1,PRESERVED_INSIDE_RUN,"'Il était Dieu et homme, et puisque la Volonté Divine était sa propre vie, ce n\'est pas surprenant qu\'Il ait vécu dans la Suprême Volonté."
LDC.T16.E0022.P124,LDC.T16.E0022.P124,0,199,2,PRESERVED_INSIDE_RUN,"'- pour pouvoir ainsi vivre selon le dessein que Nous avions en le créant, c\'est-à-dire ""Que la Volonté du Ciel et celle sur la terre ne fa"
LDC.T16.E0022.P126,LDC.T16.E0022.P126,0,64,1,PRESERVED_INSIDE_RUN,"'- celui du ""Que ta Volonté soit faite sur la terre comme au Ciel'"
LDC.T17.E0024.P007,LDC.T17.E0024.P007,0,718,1,PRESERVED_INSIDE_RUN,"""Ma Mère a eu son premier test dès le premier instant de sa conception. Dès son premier acte rationnel, elle connut à la fois sa volonté hum"
LDC.T17.E0020.P009,LDC.T17.E0020.P009,16,95,1,PRESERVED_INSIDE_RUN,"'Ma fille, tu sembles ne pas savoir ce qu\'est ""accomplir Ma Volonté sur la terre'"
LDC.T17.E0052.P012,LDC.T17.E0052.P012,1,74,2,PRESERVED_INSIDE_RUN,"'Que dis-tu ? Tu te demandes ce que ce ""Je t\'aime"" a de spécial pour Moi ?'"
LDC.T17.E0012.P013,LDC.T17.E0012.P013,16,130,2,PRESERVED_INSIDE_RUN,"'Ma fille, souviens-toi que Je t\'ai demandé un ""oui"" dans Ma Volonté et que tu l\'as prononcé avec beaucoup d\'amour.'"
LDC.T17.E0018.P013,LDC.T17.E0018.P013,0,62,1,PRESERVED_INSIDE_RUN,"'Mais Il lui dit : ""Nous allons nous séparer, il est vrai. Mais'"
LDC.T17.E0046.P013,LDC.T17.E0046.P013,0,340,1,PRESERVED_INSIDE_RUN,'Ma Volonté est venue du Sein éternel de l\'Être Suprême pour le bien de l\'homme. Ayant posé un Acte simple pour envelopper l\'homme de man
LDC.T17.E0052.P013,LDC.T17.E0052.P013,0,35,2,PRESERVED_INSIDE_RUN,"'Ma fille, le ""Je t\'aime"" est tout !'"
LDC.T17.E0012.P014,LDC.T17.E0012.P014,0,146,4,PRESERVED_INSIDE_RUN,"'Ce ""oui"" existe toujours et occupe la première place dans Ma Volonté. Tout ce que tu fais, penses et dis est lié à ce ""oui"" auquel rien n\'"
LDC.T17.E0052.P014,LDC.T17.E0052.P014,0,136,2,PRESERVED_INSIDE_RUN,"'Le ""Je t\'aime"" est amour, vénération, estime, héroïsme, sacrifice et confiance envers celui à qui il est destiné ; il est sa possession.'"
LDC.T17.E0046.P015,LDC.T17.E0046.P015,0,159,1,PRESERVED_INSIDE_RUN,"'- de recevoir en retour des actes effectués dans Ma Volonté."" Toutes les choses reçoivent un retour. Sinon, on peut dire qu\'elles sont inu"
LDC.T17.E0052.P015,LDC.T17.E0052.P015,0,75,2,PRESERVED_INSIDE_RUN,"'Le ""Je t\'aime"" est une courte phrase, mais qui pèse autant que l\'éternité !'"
LDC.T17.E0012.P016,LDC.T17.E0012.P016,0,212,2,PRESERVED_INSIDE_RUN,"'Je continue toujours de nourrir ce ""oui"" de Mes grâces et de transformer tous tes actes en Actes divins. C\'est là le plus grand prodige qu"
