stable_ref,paragraph_id,speaker,run_start,run_end,source_segments_merged,presentation,run_text
LDC.T16.E0032.P005,LDC.T16.E0032.P005,JESUS,0,225,2,block,'Elle présentait à Mes yeux une telle amertume et une telle abondance de vices que c\'est par rapport à elle que Ma Volo
LDC.T16.E0024.P012,LDC.T16.E0024.P012,JESUS,0,182,5,block,"""Cela est un fait, n'est-ce pas ? En prononçant ton « oui », n'as-tu pas juré que tu voulais vivre dans Ma Volonté ? Ah "
LDC.T16.E0020.P014,LDC.T16.E0020.P014,JESUS,0,74,2,block,"""- aucune affection, aucun battement de cœur, pas le plus petit « Je t'aime"""
LDC.T16.E0005.P015,LDC.T16.E0005.P015,JESUS,0,114,3,block,"""Après, nous ferons une promenade afin que Je te montre Mes « Je t'aime » inscrits pour toi dans toute la création."""
LDC.T16.E0032.P015,LDC.T16.E0032.P015,JESUS,0,197,3,block,"""J'ai fait cette prière au tout début de Ma Passion. Car le « que Ta Volonté soit faite sur la terre comme au Ciel » éta"
LDC.T16.E0041.P016,LDC.T16.E0041.P016,JESUS,0,49,3,block,"'- te dit en notes claires que Mon ""Je t\'aime"" est'"
LDC.T16.E0005.P019,LDC.T16.E0005.P019,JESUS,0,83,3,block,"""- comment, sur ses ailes, toute la création apporte Mes « Je t'aime » aux créatures"""
LDC.T16.E0005.P020,LDC.T16.E0005.P020,JESUS,0,412,8,block,"""- comment, sur ces mêmes ailes, les créatures devraient Me donner la réplique par leurs propres « Je t'aime ». Vois le "
LDC.T16.E0005.P021,LDC.T16.E0005.P021,JESUS,0,191,3,block,"""Pendant que la lumière du soleil couvre la terre et que l'homme regarde cette terre et marche dessus, Mes « Je t'aime »"
LDC.T16.E0021.P021,LDC.T16.E0021.P021,JESUS,0,196,3,block,"'- correspondant au ""Que ta Volonté soit faite sur la terre comme au Ciel"". Ainsi Je veux concentrer en toi tous les éta"
LDC.T16.E0005.P022,LDC.T16.E0005.P022,JESUS,0,68,3,block,"""Les vagues de l'océan murmurent à l'homme « Je t'aime », « Je t'aime"""
LDC.T16.E0024.P022,LDC.T16.E0024.P022,JESUS,0,129,3,block,"'- le « que ta Volonté soit faite sur la terre comme au Ciel. » Quant à toi, ne veux-tu pas imiter Ma croissance dans Ma"
LDC.T16.E0032.P022,LDC.T16.E0032.P022,JESUS,0,61,2,block,'- accomplir le « Fiat Voluntas Tua sur la terre comme au Ciel'
LDC.T16.E0041.P022,LDC.T16.E0041.P022,JESUS,0,175,3,block,"'Mon amour est stable, il n\'a qu\'un seul son jamais interrompu : ""Je t\'aime"". Tu connais bien la lumière du soleil. T"
LDC.T16.E0005.P023,LDC.T16.E0005.P023,JESUS,2,150,4,inline,"""Je t'aime ». Toutes les gouttes d'eau sont autant de notes qui, murmurant de concert, forment les plus belles harmonies"
LDC.T16.E0005.P024,LDC.T16.E0005.P024,JESUS,0,176,5,block,"""Les plantes, les feuilles, les fleurs, les fruits ont Mes « Je t'aime » imprimés en eux. Ainsi, la création tout entièr"
LDC.T16.E0005.P025,LDC.T16.E0005.P025,JESUS,0,413,13,block,"'Et l\'homme lui-même, combien de Mes « Je t\'aime » ne porte-t-il pas dans tout son être ? Ses pensées sont scellées pa"
LDC.T16.E0037.P025,LDC.T16.E0037.P025,JESUS,237,614,2,block,"'Ma fille, dis-Moi pourquoi tu es si mélancolique. Vois, Je reviens du milieu des créatures avec des larmes dans les yeu"
LDC.T16.E0005.P026,LDC.T16.E0005.P026,JESUS,0,325,3,block,"""Cependant, au milieu d'un tel débordement de Mes « Je t'aime », l'homme est incapable de sortir de lui-même pour répond"
LDC.T16.E0037.P026,LDC.T16.E0037.P026,JESUS,0,231,2,block,"'Je Me reposerai en elle et la réconforterai par Ma Présence."" Mais Je te trouve si mélancolique que Je dois mettre Mes "
LDC.T16.E0041.P026,LDC.T16.E0041.P026,JESUS,0,48,2,block,"'Toute la lumière du soleil te dit Mon ""Je t\'aime'"
LDC.T16.E0005.P027,LDC.T16.E0005.P027,JESUS,0,285,3,block,"""Mon amour veut absolument un retour d'amour de la part des créatures. Dans Ma Volonté, tu retrouveras tous Mes « Je t'a"
LDC.T16.E0007.P028,LDC.T16.E0007.P028,JESUS,0,58,2,block,"'- du ""Que ta Volonté soit faite sur la terre comme au Ciel'"
LDC.T16.E0041.P028,LDC.T16.E0041.P028,JESUS,0,80,2,block,"'Recouvrant toute la terre, elle joue pour toi la petite sonate de Mon ""Je t\'aime'"
LDC.T16.E0055A.P030,LDC.T16.E0055.P062,JESUS,0,203,3,block,"'- que toutes choses reçoivent sa Vertu et ses Biens, Elle prononça le « Fiat ». En le prononçant, elle communiqua à la "
LDC.T16.E0041.P036,LDC.T16.E0041.P036,JESUS,0,57,2,block,"'- que toute la lumière du soleil ne te dit pas ""Je t\'aime'"
LDC.T16.E0041.P037,LDC.T16.E0041.P037,JESUS,0,315,4,block,"'Elle fait même un plus grand étalage d\'amour. Puisque, en couvrant toute la terre, elle dit Mon ""Je t\'aime"" à tous. C"
LDC.T16.E0032.P038,LDC.T16.E0032.P038,JESUS,1,260,2,inline,"'Que non pas Ma Volonté mais la Tienne soit faite."" Oh oui ! Tu étais avec Moi dans ce premier contrat avec Mon Père Cél"
LDC.T16.E0041.P038,LDC.T16.E0041.P038,JESUS,0,157,3,block,"'Il en va ainsi pour toutes les choses créées qu\'elles te soient connues ou inconnues —, elles ont toutes la marque de "
LDC.T16.E0023.P039,LDC.T16.E0023.P039,JESUS,0,427,3,block,"'- ensuite, pour que « notre Volonté soit faite sur la terre comme au Ciel.» Ah oui ! Ce fut Ma Maman qui, prenant en el"
LDC.T16.E0022.P043,LDC.T16.E0022.P043,JESUS,1,93,2,inline,"'Que ta Volonté soit faite sur la terre comme au Ciel."" Avec deux petites, Je devais réaliser'"
LDC.T16.E0041.P048,LDC.T16.E0041.P048,JESUS,0,42,2,block,"'Mais toutes ont un son unique : ""Je t\'aime'"
LDC.T16.E0057.P048,LDC.T16.E0057.P048,JESUS,0,65,2,block,"'- pour accomplir le ""Fiat Voluntas Tua sur la terre comme au Ciel'"
LDC.T16.E0032.P053,LDC.T16.E0032.P053,JESUS,2,102,2,inline,"""que la Volonté Divine soit faite sur la terre comme elle l'est au Ciel », cela incluant toute chose."""
LDC.T16.E0025.P063,LDC.T16.E0025.P063,JESUS,0,506,3,block,"'Elle ne pouvait aimer ses enfants plus que cela. En leur donnant cette Nourriture, son Amour a atteint le degré ultime."
LDC.T16.E0007.P067,LDC.T16.E0007.P067,JESUS,0,78,2,block,"'- profiter des fruits du ""Que ta Volonté soit faite sur la terre comme au Ciel'"
LDC.T16.E0022.P068,LDC.T16.E0022.P068,JESUS,0,141,2,block,"'Après la première étape que fut la Rédemption, nous allons ouvrir la deuxième, celle du ""Que ta Volonté soit faite sur "
LDC.T16.E0043.P083,LDC.T16.E0043.P083,JESUS,0,264,2,block,"'Il était Dieu et homme, et puisque la Volonté Divine était sa propre vie, ce n\'est pas surprenant qu\'Il ait vécu dans"
LDC.T16.E0022.P124,LDC.T16.E0022.P124,JESUS,0,199,3,block,"'- pour pouvoir ainsi vivre selon le dessein que Nous avions en le créant, c\'est-à-dire ""Que la Volonté du Ciel et cell"
LDC.T16.E0022.P126,LDC.T16.E0022.P126,JESUS,0,64,2,block,"'- celui du ""Que ta Volonté soit faite sur la terre comme au Ciel'"
LDC.T17.E0024.P007,LDC.T17.E0024.P007,JESUS,0,718,2,block,"""Ma Mère a eu son premier test dès le premier instant de sa conception. Dès son premier acte rationnel, elle connut à la"
LDC.T17.E0020.P009,LDC.T17.E0020.P009,JESUS,16,95,2,block,"'Ma fille, tu sembles ne pas savoir ce qu\'est ""accomplir Ma Volonté sur la terre'"
LDC.T17.E0052.P012,LDC.T17.E0052.P012,JESUS,1,74,3,inline,"'Que dis-tu ? Tu te demandes ce que ce ""Je t\'aime"" a de spécial pour Moi ?'"
LDC.T17.E0012.P013,LDC.T17.E0012.P013,JESUS,16,130,3,block,"'Ma fille, souviens-toi que Je t\'ai demandé un ""oui"" dans Ma Volonté et que tu l\'as prononcé avec beaucoup d\'amour.'"
LDC.T17.E0018.P013,LDC.T17.E0018.P013,JESUS,0,62,2,block,"'Mais Il lui dit : ""Nous allons nous séparer, il est vrai. Mais'"
LDC.T17.E0046.P013,LDC.T17.E0046.P013,JESUS,0,340,2,block,'Ma Volonté est venue du Sein éternel de l\'Être Suprême pour le bien de l\'homme. Ayant posé un Acte simple pour envelo
LDC.T17.E0052.P013,LDC.T17.E0052.P013,JESUS,0,35,3,block,"'Ma fille, le ""Je t\'aime"" est tout !'"
LDC.T17.E0012.P014,LDC.T17.E0012.P014,JESUS,0,146,5,block,"'Ce ""oui"" existe toujours et occupe la première place dans Ma Volonté. Tout ce que tu fais, penses et dis est lié à ce """
LDC.T17.E0052.P014,LDC.T17.E0052.P014,JESUS,0,136,3,block,"'Le ""Je t\'aime"" est amour, vénération, estime, héroïsme, sacrifice et confiance envers celui à qui il est destiné ; il "
LDC.T17.E0046.P015,LDC.T17.E0046.P015,JESUS,0,159,2,block,"'- de recevoir en retour des actes effectués dans Ma Volonté."" Toutes les choses reçoivent un retour. Sinon, on peut dir"
LDC.T17.E0052.P015,LDC.T17.E0052.P015,JESUS,0,75,3,block,"'Le ""Je t\'aime"" est une courte phrase, mais qui pèse autant que l\'éternité !'"
LDC.T17.E0012.P016,LDC.T17.E0012.P016,JESUS,0,212,3,block,"'Je continue toujours de nourrir ce ""oui"" de Mes grâces et de transformer tous tes actes en Actes divins. C\'est là le p"
LDC.T17.E0052.P016,LDC.T17.E0052.P016,JESUS,0,170,3,block,"'Le ""Je t\'aime"" embrasse tout et tous, il se diffuse partout, se contracte, s\'élève dans les hauteurs, descend dans le"
LDC.T17.E0012.P017,LDC.T17.E0012.P017,JESUS,0,172,3,block,"'Et si, que cela n\'arrive jamais, ce ""oui"" était révoqué par toi, Je Me sentirais déchiré et Je pleurerais amèrement. V"
LDC.T17.E0052.P017,LDC.T17.E0052.P017,JESUS,73,411,11,inline,"'Son origine est éternelle. Dans le ""Je t\'aime"", le Père céleste M\'a engendré et, dans le ""Je t\'aime"", le Saint-Espri"
LDC.T17.E0012.P018,LDC.T17.E0012.P018,JESUS,0,72,3,block,"'- ton ""oui"" tremblait de terreur et les fondations du Ciel frémissaient.'"
LDC.T17.E0052.P018,LDC.T17.E0052.P018,JESUS,0,195,5,block,"'Le ""Je t\'aime"" a une valeur infinie, il est plein de vie et d\'énergie, il ne se fatigue jamais, il surpasse tout et t"
LDC.T17.E0001.P024,LDC.T17.E0001.P024,JESUS,0,123,2,block,"'- si, en les disposant autour de toi et en te les montrant du doigt une à une, elle te disait : ""Vois, ce sont tes œuvr"
LDC.T17.E0052.P024,LDC.T17.E0052.P024,JESUS,0,55,3,block,"'La vie de Mon ""Je t\'aime"" sera très très longue en toi.'"
LDC.T17.E0052.P025,LDC.T17.E0052.P025,JESUS,0,80,3,block,"'Et Mon Fiat qui règne dans ta volonté met sur ton ""Je t\'aime"" le sceau du divin.'"
LDC.T17.E0012.P027,LDC.T17.E0012.P027,JESUS,1,535,3,inline,"'Ma fille, calme-toi. Dès que tu t\'es replacée dans Ma Volonté, tout s\'est apaisé et la fête a repris. Ton ""oui"" conti"
LDC.T17.E0040.P032,LDC.T17.E0040.P032,JESUS,1,205,3,inline,"'Mon Créateur et Mon Père, Mon Jésus et Mon Amour éternel, regarde : toutes les choses te disent de la part de toutes le"
LDC.T17.E0052.P039,LDC.T17.E0052.P039,MARY,0,137,3,block,"'- mes Souffrances qui contiennent la semence du ""Fiat Voluntas Tua"". Tout ce que j\'ai fait contenait cette semence de "
LDC.T17.E0046.P046,LDC.T17.E0046.P046,JESUS,0,254,3,block,"'En somme, Je suis en train de fabriquer le modèle, c\'est-à-dire la première âme en laquelle J\'accomplis la génération"
LDC.T17.E0035.P051,LDC.T17.E0035.P051,JESUS,1,172,3,inline,"'Soyez parfaits comme votre Père céleste est parfait"", rien de moins. On y lit aussi : ""Personne n\'entrera dans le Roya"
LDC.T17.E0041.P082,LDC.T17.E0041.P082,JESUS,0,204,3,block,"'La Création est attribuée au Père, la Rédemption au Fils, et la réalisation du ""que ta Volonté soit faite"" au Saint-Esp"
LDC.T17.E0040.P099,LDC.T17.E0040.P099,JESUS,0,251,3,block,"'- en apportant notre Volonté avec toi est une très grande joie pour Nous. C\'est pourquoi Je te dis chaque fois : ""Sois"
LDC.T18.E0022.P005,LDC.T18.E0022.P005,JESUS,1,156,5,inline,"'Ma fille, comme sont beaux ces ""Je t\'aime"" adressés au Créateur par une personne qui vit dans Ma Volonté ! Par ces ""Je"
LDC.T18.E0022.P008,LDC.T18.E0022.P008,JESUS,0,329,3,block,"""- tu possèdes toute la Création puisqu'elle est mienne et que Je te la laisse aimer. Tes « Je t'aime » imprimés partout"
LDC.T18.E0005.P013,LDC.T18.E0005.P013,JESUS,0,49,3,block,"'- qu\'aucun de tes ""Je t\'aime"" ne soit perdu, mais'"
LDC.T18.E0015.P015,LDC.T18.E0015.P015,JESUS,0,151,3,block,"'- elle dépose sur chacune un baiser et y estampille un ""Je t\'aime"" à l\'adresse de Celui qui les a créés avec tant d\'"
LDC.T18.E0020.P028,LDC.T18.E0020.P028,JESUS,0,164,3,block,"'- que Ma Rédemption a déjà produits sur la terre, viendra le Fruit ""que ta Volonté soit faite sur la terre comme au Cie"
LDC.T18.E0022.P017,LDC.T18.E0022.P017,JESUS,0,114,3,block,"'Et comme tu aimes toutes les choses et tu fais couler sur chacune tes ""Je t\'aime"", toute la Création te reconnaît.'"
LDC.T18.E0023.P018,LDC.T18.E0023.P018,JESUS,1,155,2,inline,"'que ta Volonté soit faite sur la terre comme au Ciel"". Par conséquent, Ma fille, sois attentive afin de ne pas contreve"
LDC.T18.E0001.P019,LDC.T18.E0001.P019,JESUS,3,70,2,inline,"'le soleil est à Moi"" et jouir de sa lumière autant qu\'il le désire,'"
LDC.T18.E0001.P020,LDC.T18.E0001.P020,JESUS,0,63,3,block,"'- ou ""l\'eau est à Moi"" et s\'en servir autant qu\'il en a besoin,'"
LDC.T18.E0001.P021,LDC.T18.E0001.P021,JESUS,0,253,3,block,"'- ou ""la terre, la mer, le feu, l\'air, sont à Moi"", et ainsi de suite ? Si certaines choses peuvent manquer à l\'homme"
LDC.T18.E0007.P021,LDC.T18.E0007.P021,JESUS,0,56,3,block,"'- crie pour chaque offense ""peine, pardon"", de sorte que'"
LDC.T18.E0008.P022,LDC.T18.E0008.P022,JESUS,1,160,2,inline,"'Ce qui est à toi est à Moi et ce qui est à Moi est à toi. Gloire, Honneur et Amour à Mon Créateur !"" Par cet Acte simpl"
LDC.T18.E0016.P024,LDC.T18.E0016.P024,JESUS,0,546,2,block,"'Je ne veux en laisser aucune M\'échapper afin de les transformer toutes en larmes d\'Amour, de Peine, de Victoire, de S"
LDC.T18.E0008.P025,LDC.T18.E0008.P025,JESUS,0,351,3,block,"'Elle déborde d\'Amour pour Moi, compatit à Mes Souffrances et fait réparation. À travers cet Acte simple, elle trouve t"
LDC.T18.E0022.P028,LDC.T18.E0022.P028,JESUS,0,268,3,block,"'- et Mon ardent désir de voir couler partout dans la Création tes ""Je t\'aime"", tes actes d\'adoration et tes actes de "
LDC.T18.E0005.P032,LDC.T18.E0005.P032,JESUS,0,31,2,block,"'La répétition de tes ""Je t\'aime'"
LDC.T18.E0023.P033,LDC.T18.E0023.P033,JESUS,1,242,2,inline,"'Allons-y, allons-y, c\'est quelqu\'un de notre famille qui nous appelle à remplir des devoirs de famille sur la terre."""
LDC.T18.E0005A.P036,LDC.T18.E0005A.P036,MARY,1,45,2,inline,"'Ma fille, fais-le, mets ton petit ""je t\'aime'"
LDC.T18.E0002.P042,LDC.T18.E0002.P042,JESUS,1,279,2,inline,"'D\'où viennent une telle gloire, un tel honneur, une telle grandeur et tant de Prodiges chez cette créature ? C\'est po"
LDC.T18.E0002.P043,LDC.T18.E0002.P043,JESUS,1,356,2,inline,"'Saint, saint, saint ! Honneur et gloire à la Volonté de notre souverain Seigneur ! Trois fois sainte est celle qui lais"
LDC.T18.E0010.P053,LDC.T18.E0010.P053,JESUS,0,402,2,block,"'Alors que Je t\'offre la vie, c\'est vers la mort que tu te diriges."" Vois donc, Ma fille, à quel point nous attendons "
LDC.T18.E0010.P056,LDC.T18.E0010.P056,JESUS,0,254,3,block,'Ce Sacrement forme Ma Vie en elles. Cette Vie va en croissant par la répétition des communions. Ces âmes peuvent dire :
LDC.T19.E0027.P005,LDC.T19.E0027.P005,JESUS,0,28,2,block,"""Viens mettre ton « Je t'aime"""
LDC.T19.E0017.P008,LDC.T19.E0017.P008,JESUS,0,151,3,block,"""En acquérant les prérogatives de « vraie fille » de Ma Volonté, aucun trait ni chose étrangère n'appartenant pas à Ma V"
LDC.T19.E0018.P009,LDC.T19.E0018.P009,JESUS,0,74,2,block,'Aucune volonté humaine ne peut dire en réalité : «Je viens au nom de tous.'
LDC.T19.E0004.P012,LDC.T19.E0004.P012,JESUS,0,38,2,block,'Mais Je voulus Me servir du mot « Fiat'
LDC.T19.E0052.P012,LDC.T19.E0052.P012,JESUS,0,84,2,block,"'Alors, pris de pitié pour elle, Je ne cesserai de lui répéter : «Reviens à ta place,'"
LDC.T19.E0015.P013,LDC.T19.E0015.P013,JESUS,6,175,3,inline,"""Ma fille, au moment où tu imprimais ton « Je t'aime » dans Ma Volonté sur toutes les choses créées, la Création entière"
LDC.T19.E0027.P014,LDC.T19.E0027.P014,JESUS,0,98,3,block,"""- voulant d'abord te voir embrasser Mes larmes en imprimant un « Je t'aime » dans chaque larme et,"""
LDC.T19.E0027.P015,LDC.T19.E0027.P015,JESUS,0,81,3,block,"""- avec la rengaine de ton « Je t'aime », permettre au sommeil de fermer Mes yeux."""
LDC.T19.E0040.P015,LDC.T19.E0040.P015,JESUS,0,67,3,block,"""C'est ton petit « Je t'aime » imprimé sur toutes les choses créées."""
LDC.T19.E0027.P017,LDC.T19.E0027.P017,JESUS,0,111,2,block,"""- attends que Je Me réveille afin que, comme tu as fermé Mon sommeil, tu ouvres Mon réveil avec ton « Je t'aime"""
LDC.T19.E0055.P018,LDC.T19.E0055.P018,JESUS,0,276,2,block,"""Par contre, celui qui ne le désire pas, manquant d'appétit, Il éprouvera de la nausée envers Mes Choses et, comme dit l"
LDC.T19.E0027.P020,LDC.T19.E0027.P020,JESUS,0,53,2,block,"""- Me redonna ta compagnie, tes actes, ton « Je t'aime"""
LDC.T19.E0027.P021,LDC.T19.E0027.P021,JESUS,0,58,3,block,"""Sais-tu ce que signifie un « Je t'aime » dans Ma Volonté ?"""
LDC.T19.E0027.P022,LDC.T19.E0027.P022,JESUS,0,55,3,block,"""Ce « Je t'aime » renferme un Bonheur éternel, un Amour."""
LDC.T19.E0005.P024,LDC.T19.E0005.P024,JESUS,0,93,5,block,"""Donc, étant au courant du « plus », au sujet de Ma Mère, le « moins » n'était pas nécessaire."""
LDC.T19.E0039.P024,LDC.T19.E0039.P024,JESUS,0,99,3,block,"'Et, voyant que les enfants gardent ce « peu », il augmente, au fur et à mesure, les petites sommes.'"
LDC.T19.E0040.P025,LDC.T19.E0040.P025,JESUS,0,188,3,block,"'- toute la Création et toutes les œuvres de la Rédemption avec ton « Je t’aime », ton adoration, et ta volonté transfus"
LDC.T19.E0015.P027,LDC.T19.E0015.P027,JESUS,2,39,2,inline,'Le FIAT sur la terre comme au Ciel» a'
LDC.T19.E0016.P033,LDC.T19.E0016.P033,JESUS,0,69,2,block,"'Ma Mère est donc la Reine de la Création, pour avoir dépassé «le Tout'"
LDC.T19.E0027.P037,LDC.T19.E0027.P037,JESUS,0,86,3,block,"""- mets un « Je t'aime » là où Je mis Mes petits genoux pour que ce soit moins pénible."""
LDC.T19.E0013.P039,LDC.T19.E0013.P039,JESUS,0,70,2,block,"'Par conséquent, ayant trouvé tout et tous, Nous Lui donnâmes « le Tout'"
LDC.T19.E0027.P040,LDC.T19.E0027.P040,JESUS,0,253,3,block,"""Lorsque Je Me retrouvais tout seul, abandonné de tous, Je Me disais : «Si tout le monde Me quitte, la nouvelle-née de M"
LDC.T19.E0006.P042,LDC.T19.E0006.P042,JESUS,0,66,3,block,"""Notre « jeu risqué » à ce moment-là, échoua mais bien qu'inabouti."""
LDC.T19.E0004.P043,LDC.T19.E0004.P043,JESUS,6,81,2,inline,"""Ma fille, sais-tu pourquoi on t'attribua la deuxième partie de « la Gloire…"""
LDC.T19.E0006.P044,LDC.T19.E0006.P044,JESUS,0,118,3,block,"'Alors, après de longues années, Mon Amour voulut à nouveau répéter ce « jeu risqué » et ce fut avec Ma Mère Immaculée.'"
LDC.T19.E0013.P045,LDC.T19.E0013.P045,JESUS,0,132,3,block,"""Ma Volonté est « le Tout ». Voilà pourquoi on peut affirmer que la mission de la Souveraine Reine et la tienne ne sont "
LDC.T19.E0060.P046,LDC.T19.E0060.P046,JESUS,0,49,2,block,"""Il est vrai que l'Église ne récite le «Notre Père"""
LDC.T19.E0013.P047,LDC.T19.E0013.P047,JESUS,0,30,2,block,"""- un amour qui dit « Je t'aime"""
LDC.T19.E0060.P047,LDC.T19.E0060.P047,JESUS,0,137,2,block,"'que depuis que Je vins sur la terre, dans lequel on demande : «que ton Règne vienne, que ta Volonté soit faite sur la t"
LDC.T19.E0032.P052,LDC.T19.E0032.P052,JESUS,0,25,3,block,'- notre « tout »-voyance.'
LDC.T19.E0049.P053,LDC.T19.E0049.P053,JESUS,0,111,3,block,"'Car, investis par la Lumière de la Volonté Éternelle, Ils perdent ce qui est « fini », les apparences humaines,'"
LDC.T19.E0049.P054,LDC.T19.E0049.P054,JESUS,0,148,3,block,"""Ils acquièrent « l'Infini », la Substance divine pour que Dieu et l'âme réunis ne fasse qu'Un. Sois donc attentive à ce"
LDC.T19.E0060.P060,LDC.T19.E0060.P060,JESUS,0,181,3,block,"""Donc, pour remettre en état Mon Règne de Ma Volonté sur la terre, Il faut que les actes de la créature soient suffisant"
LDC.T19.E0020.P062,LDC.T19.E0020.P062,JESUS,0,189,2,block,"'Alors, prends garde, bois à chaque instant ces gorgées de Lumière de Ma Volonté, pour que se réalise en toi le plus gra"
LDC.T19.E0060.P065,LDC.T19.E0060.P065,JESUS,0,88,3,block,"'- ton « Je t’aime », ton adoration, ta reconnaissance, ton merci, sur toutes nos Œuvres.'"
LDC.T19.E0039.P071,LDC.T19.E0039.P071,JESUS,0,92,2,block,"""Te voyant tremblante et craintive, Je te rassurais en te disant : «Pourquoi t'inquiètes-tu ?"""
LDC.T19.E0045.P072,LDC.T19.E0045.P072,JESUS,0,112,5,block,"""- tu parles dans le fil en disant : « Je t'aime », « Je t'adore », « Je te bénis», ce que tu veux, et regarde..."""
LDC.T19.E0027.P079,LDC.T19.E0027.P079,JESUS,0,101,3,block,"""- pour que Ma Volonté prenne Vie en toi, personne ne se serait soucié d'être «habité» par Ma Volonté."""
LDC.T19.E0006.P086,LDC.T19.E0006.P086,JESUS,0,43,2,block,"""- à un acte, à une prière, à un « Je t'aime"""
LDC.T19.E0006.P093,LDC.T19.E0006.P093,JESUS,0,121,4,block,"""Qu'en sera-t-Il de tes nombreux « Je t'aime » dans Ma Volonté, répétant toujours le même refrain : « Je t'aime, Je t'ai"
LDC.T19.E0023.P100,LDC.T19.E0023.P100,JESUS,0,63,3,block,"""- un amour qui dit « Je t'aime » de la part de tous et de tout,"""
LDC.T19.E0008.P123,LDC.T19.E0008.P123,JESUS,0,108,3,block,'- le FIAT « que ta Volonté soit faite » dans le Ciel comme sur la terre symbolisent la Sacro-Sainte Trinité.'
LDC.T19.E0026.P141,LDC.T19.E0026.P141,JESUS,6,78,3,inline,"'Ma fille, le Père et le Saint Esprit faisaient toujours « Un » avec Moi.'"
LDC.T20.E0047.P009,LDC.T20.E0047.P009,JESUS,0,155,2,block,"'Et dans ce que tu écriras, Je t’aiderai. Je ne te laisserai pas seule. Quand Je verrai que tu ne peux pas aller plus lo"
LDC.T20.E0037.P044,LDC.T20.E0037.P044,JESUS,0,94,2,block,"'- les connaître afin de les faire et de pouvoir dire : «Ce qu’Elle fait, Je le fais Moi aussi.'"
LDC.T20.E0006.P050,LDC.T20.E0006.P050,JESUS,0,165,2,block,"'- de leur laisser étendre leur possession dans le Fiat suprême pour qu’elles ne puissent jamais dire : « C’est assez, n"
LDC.T20.E0038.P057,LDC.T20.E0038.P057,JESUS,0,110,2,block,"'Mon esprit continuait à penser à la Volonté Suprême et Je Me disais : « Mais, comment est-ce possible que Moi,'"
LDC.T20.E0053.P085,LDC.T20.E0053.P085,JESUS,0,90,2,block,'- ‘une’ la prière qui sortira de tous les êtres : « Que vienne le Royaume du Fiat Suprême.'
LDC.T20.E0058.P086,LDC.T20.E0058.P086,JESUS,0,104,2,block,'- que l’on reconnaisse que tout Lui appartient afin de pouvoir dire : « Tout est à toi—régnons ensemble.'
LDC.T22.E0024.P006,LDC.T22.E0024.P006,JESUS,0,176,3,block,"'Mais dans ce murmure on peut entendre une note plus belle, le “Je t’aime, Je t’adore, Je te bénis”, la gloire, que la p"
LDC.T22.E0007.P007,LDC.T22.E0007.P007,JESUS,0,96,2,block,"'Mon Amour, uni à Ma Volonté Divine, murmure toujours en toi, « Tu es toujours belle à Mes Yeux :'"
LDC.T22.E0024.P012,LDC.T22.E0024.P012,JESUS,0,220,2,block,"'Écoute : le soleil également, dans sa lumière qui tombe du ciel et revêt la terre entière, fait pleuvoir avec sa lumièr"
LDC.T22.E0010.P025,LDC.T22.E0010.P025,JESUS,0,24,2,block,'Chacun de tes “Je t’aime'
LDC.T22.E0010.P028,LDC.T22.E0010.P028,JESUS,2,62,3,inline,"'Ma fille, tu fais résonner tes “Je t’aime” partout pour Moi,'"
LDC.T22.E0010.P031,LDC.T22.E0010.P031,JESUS,0,52,2,block,"'Et caché en toi, Je répétais : “Je t’aime, Ma fille.'"
LDC.T22.E0016.P047,LDC.T22.E0016.P047,JESUS,0,145,3,block,"'- combien doucement Je te répète : « Ma pauvre fille, Ma pauvre fille, quel martyre que le tien », afin que le son de M"
LDC.T22.E0012.P059,LDC.T22.E0012.P059,JESUS,0,69,2,block,"'C’est aussi ce que Je te réponds : « Tu es toujours soleil, parce que'"
LDC.T22.E0006.P077,LDC.T22.E0006.P077,JESUS,0,85,2,block,"'- qui orne chaque acte, chaque pas, chaque pensée et chaque parole, de son “Je t’aime'"
LDC.T22.E0006.P078,LDC.T22.E0006.P078,JESUS,0,75,3,block,'Et ce “Je t’aime” parcourt chaque acte et chaque pensée de chaque créature.'
LDC.T22.E0006.P086,LDC.T22.E0006.P086,JESUS,0,61,2,block,'- afin d’orner les plantes et les fleurs de son “Je vous aime'
LDC.T22.E0006.P088,LDC.T22.E0006.P088,JESUS,0,166,3,block,"'Et lorsque Ma Volonté règne dans les âmes, Elle veut continuer son “Je vous aime” dans la Création et Elle vous appelle"
LDC.T22.E0006.P089,LDC.T22.E0006.P089,JESUS,0,111,2,block,"'Appelant chaque pensée et chaque acte ainsi que tous les éléments créés, Elle dit et te fait dire “Je vous aime'"
LDC.T22.E0006.P092,LDC.T22.E0006.P092,JESUS,0,138,3,block,'- de voir tes “Je vous aime” unis à ceux de Ma Volonté s’écouler dans chaque pensée et chaque acte de la créature et de
LDC.T22.E0006.P093,LDC.T22.E0006.P093,JESUS,0,26,2,block,'- de voir ce “Je vous aime'
LDC.T22.E0006.P096,LDC.T22.E0006.P096,JESUS,0,68,2,block,"'Et, d’une voix plus que tremblante, d’entendre répéter “Je vous aime'"
LDC.T23.E0035.P024,LDC.T23.E0035.P024,JESUS,0,93,2,block,'- que le cri de chacun soit entendu : « Que ta Volonté soit faite sur la terre comme au Ciel.'
LDC.T23.E0005.P025,LDC.T23.E0005.P025,JESUS,0,47,2,block,'Et sais-tu ce que signifie avoir la « plénitude'
